order,name,type,varlab,table_name,usecols
273,kr410,double,最近非假期的1个月，您参加过或正在参加家教/辅导班吗,child2010,1
274,kr411,double,最近非假期的1个月，您平均每周花多长时间参加辅导班（小时）,child2010,1
275,kr412_s_1,double,您所有参加过的或正在参加家教/辅导班有哪些：选择1,child2010,1
276,kr412_s_2,double,您所有参加过的或正在参加家教/辅导班有哪些：选择2,child2010,1
277,kr412_s_3,double,您所有参加过的或正在参加家教/辅导班有哪些：选择3,child2010,1
278,kr412_s_4,double,您所有参加过的或正在参加家教/辅导班有哪些：选择4,child2010,1
279,kr412_s_5,double,您所有参加过的或正在参加家教/辅导班有哪些：选择5,child2010,1
280,kr412_s_6,double,您所有参加过的或正在参加家教/辅导班有哪些：选择6,child2010,1
281,kr412_s_7,double,您所有参加过的或正在参加家教/辅导班有哪些：选择7,child2010,1
282,kr420,double,这学期/上学期，你们班有多少人,child2010,1
283,kr421,double,您最近一次大考（期中或期末）语文考试的成绩是多少,child2010,1
284,kr422,double,您这次考试语文考试分数在班上排第几名,child2010,1
285,kr423,double,您最近一次大考（期中或期末）数学考试的成绩是多少,child2010,1
286,kr424,double,您这次数学考试分数在班上排第几名,child2010,1
287,kr430,double,最近非假期的一个月，您是否曾经请假或旷课,child2010,1
288,kr431,double,你请假或旷课最主要原因是,child2010,1
289,kr432,double,最近非假期的一个月，您一共请假和旷课多少次数,child2010,1
290,kr440,double,请问您目前所学的专业是,child2010,1
291,kr5,double,请问您上的是哪类大专,child2010,1
292,kr6,double,请问您现在上的是哪类本科,child2010,1
293,kr601,double,请问你现在所学专业属于哪个学科,child2010,1
294,kr602,double,最近非假期的一个月，您所在的班里有多少人,child2010,1
295,kr603,double,您最近一次大考（期中或期末）各门课的平均分是,child2010,1
296,kr604,double,您这次大考的总成绩在班级中的排名是第几名,child2010,1
297,kr7,double,请问您上的是哪类硕士生,child2010,1
298,kr8,double,请问您上的是哪类博士生,child2010,1
299,kr801,double,请问您现在所学专业属于哪个学科,child2010,1
300,ks1,double,去年，您是否担任过班级或学校的学生干部,child2010,1
301,ks101,double,去年，您担任班级或学校的学生干部多长时间（月）,child2010,1
302,ks2,double,去年，您是否参加学生社团组织,child2010,1
303,ks201,double,去年，您参加了几个社团,child2010,1
304,ks202,double,去年，您是否担任社团干部,child2010,1
305,ks3,double,您在学校与同学日常交谈主要使用什么语言,child2010,1
306,ks3sp_code,double,在学校与同学日常交谈方言编码,child2010,1
307,ks4,double,您认为学习成绩好，天赋占多大的比例%,child2010,1
308,ks501,double,您给自己的学业打几分,child2010,1
309,ks502,double,您觉得自己学习上的压力为哪一级,child2010,1
310,ks503,double,作为学生，您认为自己有多优秀,child2010,1
311,ks504,double,您认为自己在多大程度上适合做学生干部,child2010,1
312,ks601,double,我学习很努力,child2010,1
313,ks602,double,我在课堂上会集中精力学习,child2010,1
314,ks603,double,我会在完成家庭作业时核对数遍，看看是否正确,child2010,1
315,ks604,double,我遵守校规校纪,child2010,1
316,ks605,double,我喜欢把我在学校的物品摆放整齐,child2010,1
317,ks606,double,我只在完成家庭作业后才玩,child2010,1
318,ks701,double,请您根据自己的满意情况打分：您对自己的学校满意吗,child2010,1
319,ks702,double,请您根据自己的满意情况打分：您对自己的班主任满意吗,child2010,1
320,ks703,double,请您根据自己的满意情况打分：您对自己的语文老师满意吗,child2010,1
321,ks704,double,请您根据自己的满意情况打分：您对自己的数学老师满意吗,child2010,1
322,ks705,double,请您根据自己的满意情况打分：您对自己的外语老师满意吗,child2010,1
323,wh9,double,你认为自己最少应该念完哪种教育程度,child2010,1
324,wj1,double,到目前为止，你是否有过正式工作（含公益性质的工作）的经历,child2010,1
325,wj3,double,你干过的最主要（占用时间最多）的工作有报酬吗,child2010,1
326,wj301,double,您干过的最主要（占用时间最多）的工作报酬是多少（元/月）,child2010,1
327,wj4,double,去年，你花在工作（包括公益性的工作）上的时间有多少（月）,child2010,1
328,kt1_a_1,double,最近非假期的一个月的工作日：生活（小计）,child2010,1
329,kt101_a_1,double,最近非假期的一个月的工作日：睡觉休息,child2010,1
330,kt102_a_1,double,最近非假期的一个月的工作日：用餐及饮食,child2010,1
331,kt103_a_1,double,最近非假期的一个月的工作日：个人卫生,child2010,1
332,kt104_a_1,double,最近非假期的一个月的工作日：家务,child2010,1
333,kt105_a_1,double,最近非假期的一个月的工作日：照顾家人,child2010,1
334,kt2_a_1,double,最近非假期的一个月的工作日：工作（小计）,child2010,1
335,kt201_a_1,double,最近非假期的一个月的工作日：第一职业,child2010,1
336,kt202_a_1,double,最近非假期的一个月的工作日：兼职,child2010,1
337,kt3_a_1,double,最近非假期的一个月的工作日：学习培训（小计）,child2010,1
338,kt301_a_1,double,最近非假期的一个月的工作日：正规教育,child2010,1
339,kt302_a_1,double,最近非假期的一个月的工作日：作业与复习等与正规教育有关活动,child2010,1
340,kt303_a_1,double,最近非假期的一个月的工作日：业余学习和非正规教育,child2010,1
341,kt4_a_1,double,最近非假期的一个月的工作日：娱乐休闲和社会交往（小计）,child2010,1
342,kt401_a_1,double,最近非假期的一个月的工作日：阅读传统媒体,child2010,1
343,kt402_a_1,double,最近非假期的一个月的工作日：看电视、光盘/听广播/听音乐,child2010,1
344,kt403_a_1,double,最近非假期的一个月的工作日：使用互联网娱乐,child2010,1
345,kt404_a_1,double,最近非假期的一个月的工作日：锻炼,child2010,1
346,kt405_a_1,double,最近非假期的一个月的工作日：业余爱好、游戏、消遣活动、玩耍,child2010,1
347,kt406_a_1,double,最近非假期的一个月的工作日：社会交往,child2010,1
348,kt407_a_1,double,最近非假期的一个月的工作日：社区服务与公益,child2010,1
349,kt408_a_1,double,最近非假期的一个月的工作日：宗教活动,child2010,1
350,kt5_a_1,double,最近非假期的一个月的工作日：交通活动,child2010,1
351,kt6_a_1,double,最近非假期的一个月的工作日：其他,child2010,1
352,kt7_a_1,double,最近非假期的一个月的工作日：没有活动,child2010,1
353,kt1_a_2,double,最近非假期的一个月的休息日：生活（小计）,child2010,1
354,kt101_a_2,double,最近非假期的一个月的休息日：睡觉休息,child2010,1
355,kt102_a_2,double,最近非假期的一个月的休息日：用餐及饮食,child2010,1
356,kt103_a_2,double,最近非假期的一个月的休息日：个人卫生,child2010,1
357,kt104_a_2,double,最近非假期的一个月的休息日：家务,child2010,1
358,kt105_a_2,double,最近非假期的一个月的休息日：照顾家人,child2010,1
359,kt2_a_2,double,最近非假期的一个月的休息日：工作（小计）,child2010,1
360,kt201_a_2,double,最近非假期的一个月的休息日：第一职业,child2010,1
361,kt202_a_2,double,最近非假期的一个月的休息日：兼职,child2010,1
362,kt3_a_2,double,最近非假期的一个月的休息日：学习培训（小计）,child2010,1
363,kt301_a_2,double,最近非假期的一个月的休息日：正规教育,child2010,1
364,kt302_a_2,double,最近非假期的一个月的休息日：作业与复习等与正规教育有关活动,child2010,1
365,kt303_a_2,double,最近非假期的一个月的休息日：业余学习和非正规教育,child2010,1
366,kt4_a_2,double,最近非假期的一个月的休息日：娱乐休闲和社会交往（小计）,child2010,1
367,kt401_a_2,double,最近非假期的一个月的休息日：阅读传统媒体,child2010,1
368,kt402_a_2,double,最近非假期的一个月的休息日：看电视、光盘/听广播/听音乐,child2010,1
369,kt403_a_2,double,最近非假期的一个月的休息日：使用互联网娱乐,child2010,1
370,kt404_a_2,double,最近非假期的一个月的休息日：锻炼,child2010,1
371,kt405_a_2,double,最近非假期的一个月的休息日：业余爱好、游戏、消遣活动、玩耍,child2010,1
372,kt406_a_2,double,最近非假期的一个月的休息日：社会交往,child2010,1
373,kt407_a_2,double,最近非假期的一个月的休息日：社区服务与公益,child2010,1
374,kt408_a_2,double,最近非假期的一个月的休息日：宗教活动,child2010,1
375,kt5_a_2,double,最近非假期的一个月的休息日：交通活动,child2010,1
376,kt6_a_2,double,最近非假期的一个月的休息日：其他,child2010,1
377,kt7_a_2,double,最近非假期的一个月的休息日：没有活动,child2010,1
378,wk101,double,你认为能在交流中使用如下语言有多重要：普通话,child2010,1
379,wk102,double,你认为能在交流中使用如下语言有多重要：本地话,child2010,1
380,wk103,double,你认为能在交流中使用如下语言有多重要：英语,child2010,1
381,wk104,double,你认为能在交流中使用如下语言有多重要：其他外语,child2010,1
382,wk105,double,你认为能在交流中使用如下语言有多重要：外地方言,child2010,1
383,wk106,double,你认为能在交流中使用如下语言有多重要：少数民族语言,child2010,1
384,wk2,double,你平常与家人交谈主要使用什么语言,child2010,1
385,wk2sp_code,double,平常与家人交谈主要使用的方言编码,child2010,1
386,wk3,double,你有没有好朋友,child2010,1
387,wk301,double,请问你有几个好朋友,child2010,1
388,wk302,double,你的好朋友中有几个是男性,child2010,1
389,wk303,double,你的好朋友中有几个是女性,child2010,1
390,wk304,double,你的好朋友中有几个比你大3岁或以上,child2010,1
391,wk305,double,你的好朋友中有几个比你小3岁或以上,child2010,1
392,wk4,double,我们先说你最好的男性朋友还是女性朋友,child2010,1
393,wk401y_a_1,double,“你最好的男/女性朋友”的出生日期（年）,child2010,1
394,wk401m_a_1,double,“你最好的男/女性朋友”的出生日期（月）,child2010,1
395,wk402y_a_1,double,你与“你最好的男/女性朋友”是在什么时候认识的（年）,child2010,1
396,wk402m_a_1,double,你与“你最好的男/女性朋友”是在什么时候认识的（月）,child2010,1
397,wk403y_a_1,double,你与“你最好的男/女性朋友”是从什么时候开始交往的（年）,child2010,1
398,wk403m_a_1,double,你与“你最好的男/女性朋友”是从什么时候开始交往的（月）,child2010,1
399,wk404_a_1,double,你与“你最好的男/女性朋友”的交往有过多长时间的中断（月）,child2010,1
400,wk405_a_1,double,“你最好的男/女性朋友”是你的同学吗,child2010,1
401,wk406_s_1,double,“你最好的男/女性朋友”是你什么阶段的同学：选择1,child2010,1
402,wk406_s_2,double,“你最好的男/女性朋友”是你什么阶段的同学：选择2,child2010,1
403,wk406_s_3,double,“你最好的男/女性朋友”是你什么阶段的同学：选择3,child2010,1
404,wk407_a_1,double,“你最好的男/女性朋友”现在与你同班或曾经与你同班过吗,child2010,1
405,wk408_a_1,double,你最好的男/女性朋友与你同班了几个学期,child2010,1
406,wk409_a_1,double,“你最好的男/女性朋友”现在与你同年级吗,child2010,1
407,wk410_a_1,double,“你最好的男/女性朋友”现在在做什么,child2010,1
408,wk411_a_1,double,“你最好的男/女性朋友”家的经济状况与你家比较如何,child2010,1
409,wk412_a_1,double,“你最好的男/女性朋友”担任学生干部吗,child2010,1
410,wk413_a_1,double,“你最好的男/女性朋友”抽烟吗,child2010,1
411,wk414_a_1,double,“你最好的男/女性朋友”喝酒吗,child2010,1
412,wk415_a_1,double,“你最好的男/女性朋友”有男/女朋友（恋爱关系）吗,child2010,1
413,wk416_a_1,double,以日常方式从你家去他家需要花多长时间（分钟）,child2010,1
414,wk417_a_1,double,最近非假期的1个月，你们多长时间联系一次,child2010,1
415,wk418_a_1,double,你认为你们之间的关系有多好,child2010,1
416,wk419_a_1,double,你觉得你自己的父母对于“你最好的男/女性朋友”的了解有多少,child2010,1
417,wk401y_a_2,double,“你最好的男/女性朋友”的出生日期（年）,child2010,1
418,wk401m_a_2,double,“你最好的男/女性朋友”的出生日期（月）,child2010,1
419,wk402y_a_2,double,你与“你最好的男/女性朋友”是在什么时候认识的（年）,child2010,1
420,wk402m_a_2,double,你与“你最好的男/女性朋友”是在什么时候认识的（月）,child2010,1
421,wk403y_a_2,double,你与“你最好的男/女性朋友”是从什么时候开始交往的（年）,child2010,1
422,wk403m_a_2,double,你与“你最好的男/女性朋友”是从什么时候开始交往的（月）,child2010,1
423,wk404_a_2,double,你与“你最好的男/女性朋友”的交往有过多长时间的中断（月）,child2010,1
424,wk405_a_2,double,“你最好的男/女性朋友”是你的同学吗,child2010,1
425,wk406_s_10,double,“你最好的男/女性朋友”是你什么阶段的同学：选择1,child2010,1
426,wk406_s_11,double,“你最好的男/女性朋友”是你什么阶段的同学：选择2,child2010,1
427,wk406_s_12,double,“你最好的男/女性朋友”是你什么阶段的同学：选择3,child2010,1
428,wk407_a_2,double,“你最好的男/女性朋友”现在与你同班或曾经与你同班过吗,child2010,1
429,wk408_a_2,double,你最好的男/女性朋友与你同班了几个学期,child2010,1
430,wk409_a_2,double,“你最好的男/女性朋友”现在与你同年级吗,child2010,1
431,wk410_a_2,double,“你最好的男/女性朋友”现在在做什么,child2010,1
432,wk411_a_2,double,“你最好的男/女性朋友”家的经济状况与你家比较如何,child2010,1
433,wk412_a_2,double,“你最好的男/女性朋友”担任学生干部吗,child2010,1
434,wk413_a_2,double,“你最好的男/女性朋友”抽烟吗,child2010,1
435,wk414_a_2,double,“你最好的男/女性朋友”喝酒吗,child2010,1
436,wk415_a_2,double,“你最好的男/女性朋友”有男/女朋友（恋爱关系）吗,child2010,1
437,wk416_a_2,double,以日常方式从你家去他家需要花多长时间（分钟）,child2010,1
438,wk417_a_2,double,最近非假期的1个月，你们多长时间联系一次,child2010,1
439,wk418_a_2,double,你认为你们之间的关系有多好,child2010,1
440,wk419_a_2,double,你觉得你自己的父母对于“你最好的男/女性朋友”的了解有多少,child2010,1
441,wk5,double,当你遇到烦恼时，一般向谁诉说,child2010,1
442,wk6,double,当你不在家时，父母知道你和谁在一起吗,child2010,1
443,wk7,double,你每月都有零花钱吗,child2010,1
444,wk701,double,最近非假期的１个月，你平均每月有多少零花钱(元),child2010,1
445,wk702,double,你零花钱的主要来源是哪里,child2010,1
446,wk703,double,你觉得自己每个月有多少零花钱是合适的(元),child2010,1
447,wk8_s_1,double,你参与过以下活动吗：选择1,child2010,1
448,wk8_s_2,double,你参与过以下活动吗：选择2,child2010,1
449,wk8_s_3,double,你参与过以下活动吗：选择3,child2010,1
450,wk8_s_4,double,你参与过以下活动吗：选择4,child2010,1
451,wk8_s_5,double,你参与过以下活动吗：选择5,child2010,1
452,wk8_s_6,double,你参与过以下活动吗：选择6,child2010,1
453,wk8_s_7,double,你参与过以下活动吗：选择7,child2010,1
454,wk801_a_1,double,去年你到KTV唱歌的频率为,child2010,1
455,wk801_a_2,double,去年你去Disco舞厅的频率为,child2010,1
456,wk801_a_3,double,去年你喝酒的频率为,child2010,1
457,wk801_a_4,double,去年你抽烟的频率为,child2010,1
458,wk801_a_5,double,去年你去网吧玩游戏的频率为,child2010,1
459,wk801_a_6,double,去年你和同龄朋友/同学一起外出吃饭的频率为,child2010,1
460,wk9,double,你有男/女朋友（恋爱关系）吗,child2010,1
461,wk10,double,最近非假期的１个月，你平均每周做家务/农活几次(一天算一次),child2010,1
462,ku1,double,你是否使用或曾使用过手机,child2010,1
463,ku101,double,你现在使用/之前使用的是自己的手机吗,child2010,1
464,ku102,double,非假期，你平均每月的手机费大概是多少钱（元）,child2010,1
465,ku103_s_1,double,非假期，你是否使用手机以下各项功能：选择1,child2010,1
466,ku103_s_2,double,非假期，你是否使用手机以下各项功能：选择2,child2010,1
467,ku103_s_3,double,非假期，你是否使用手机以下各项功能：选择3,child2010,1
468,ku103_s_4,double,非假期，你是否使用手机以下各项功能：选择4,child2010,1
469,ku103_s_5,double,非假期，你是否使用手机以下各项功能：选择5,child2010,1
470,ku104_a_1,double,非假期，你使用手机打电话的频率大概是,child2010,1
471,ku104_a_2,double,非假期，你使用手机发信息的频率大概是,child2010,1
472,ku104_a_3,double,非假期，你使用手机玩游戏的频率大概是,child2010,1
473,ku104_a_4,double,非假期，你使用手机听音乐的频率大概是,child2010,1
474,ku104_a_5,double,非假期，你使用手机上网的频率大概是,child2010,1
475,ku2,double,你是否上网,child2010,1
476,ku210,double,你是否有QQ,child2010,1
477,ku211,double,你的QQ上一共有多少个好友,child2010,1
478,ku212,double,非假期时，你平均每周有几天登陆QQ,child2010,1
479,ku220,double,你是否有MSN,child2010,1
480,ku221,double,你的MSN上一共有多少个好友,child2010,1
481,ku222,double,非假期时，你平均每周有几天登陆MSN,child2010,1
482,ku230,double,你是否收发过电子邮件,child2010,1
483,ku231,double,非假期时，你平均每周有几天登陆邮箱,child2010,1
484,ku240,double,在网上时，你与不认识的/陌生人聊天吗,child2010,1
485,ku250,double,最近非假期的一个月内，你平均每天上网的时间约为（小时）,child2010,1
486,ku260,double,你主要在哪里上网,child2010,1
487,ku301,double,你在使用互联网络时，下列目标对您有多重要：娱乐,child2010,1
488,ku302,double,你在使用互联网络时，下列目标对您有多重要：学习,child2010,1
489,ku303,double,你在使用互联网络时，下列目标对您有多重要：工作,child2010,1
490,ku304,double,你在使用互联网络时，下列目标对您有多重要：社交,child2010,1
491,ku305,double,你在使用互联网络时，下列目标对您有多重要：和网友说心里话,child2010,1
492,ku306,double,你在使用互联网络时，下列目标对您有多重要：寻求网友的情感支持,child2010,1
493,ku307,double,你在使用互联网络时，下列目标对您有多重要：寻求网友的专业帮助,child2010,1
494,ku308,double,你在使用互联网络时，下列目标对您有多重要：解闷,child2010,1
495,ku4,double,自从上网后，你看电视的时间,child2010,1
496,ku5_s_1,double,请选出你访问过的网站类型：选择1,child2010,1
497,ku5_s_2,double,请选出你访问过的网站类型：选择2,child2010,1
498,ku5_s_3,double,请选出你访问过的网站类型：选择3,child2010,1
499,ku5_s_4,double,请选出你访问过的网站类型：选择4,child2010,1
500,ku5_s_5,double,请选出你访问过的网站类型：选择5,child2010,1
501,ku5_s_6,double,请选出你访问过的网站类型：选择6,child2010,1
502,ku5_s_7,double,请选出你访问过的网站类型：选择7,child2010,1
503,ku5_s_8,double,请选出你访问过的网站类型：选择8,child2010,1
504,ku5_s_9,double,请选出你访问过的网站类型：选择9,child2010,1
505,ku5_s_10,double,请选出你访问过的网站类型：选择10,child2010,1
506,ku501_a_1,double,门户网站（如新浪）：你访问的频率,child2010,1
507,ku501_a_2,double,bbs：你访问的频率,child2010,1
508,ku501_a_3,double,博客：你访问的频率,child2010,1
509,ku501_a_4,double,播客（视频网站）：你访问的频率,child2010,1
510,ku501_a_5,double,社交网站（如校内/facebbook）：你访问的频率,child2010,1
511,ku501_a_6,double,专业网站（如和讯网）：你访问的频率,child2010,1
512,ku501_a_7,double,搜索网站（例如百度）：你访问的频率,child2010,1
513,ku501_a_8,double,游戏网站：你访问的频率,child2010,1
514,ku501_a_9,double,商务网站（例如淘宝网）：你访问的频率,child2010,1
515,ku601,double,适合你的情况：在网上认识新朋友后，会通过手机进一步联系,child2010,1
516,ku602,double,适合你的情况：和网友见面,child2010,1
517,ku603,double,适合你的情况：和网友成为现实中的好朋友,child2010,1
518,wl1,double,你认为自己身体的健康状况如何,child2010,1
519,wl2,double,过去的一个月，你是否出现过因为身体不适而缺课/旷工的情况,child2010,1
520,wl3,double,过去的非假期的一个月，你锻炼身体的频率如何,child2010,1
521,wl4,double,你吃的最主要的主食是什么,child2010,1
522,wl5_s_1,double,最近一个月，你是否食用下列食物：选择1,child2010,1
523,wl5_s_2,double,最近一个月，你是否食用下列食物：选择2,child2010,1
524,wl5_s_3,double,最近一个月，你是否食用下列食物：选择3,child2010,1
525,wl5_s_4,double,最近一个月，你是否食用下列食物：选择4,child2010,1
526,wl5_s_5,double,最近一个月，你是否食用下列食物：选择5,child2010,1
527,wl5_s_6,double,最近一个月，你是否食用下列食物：选择6,child2010,1
528,wl5_s_7,double,最近一个月，你是否食用下列食物：选择7,child2010,1
529,wl5_s_8,double,最近一个月，你是否食用下列食物：选择8,child2010,1
530,wl5_s_9,double,最近一个月，你是否食用下列食物：其他注明,child2010,1
531,wl501_a_1,double,肉类：最近一个月，你平均每周食用次数,child2010,1
532,wl501_a_2,double,鱼等水产品：最近一个月，你平均每周食用次数,child2010,1
533,wl501_a_3,double,新鲜蔬菜、水果：最近一个月，你平均每周食用次数,child2010,1
534,wl501_a_4,double,奶制品：最近一个月，你平均每周食用次数,child2010,1
535,wl501_a_5,double,豆制品：最近一个月，你平均每周食用次数,child2010,1
536,wl501_a_6,double,蛋类：最近一个月，你平均每周食用次数,child2010,1
537,wl501_a_7,double,腌制食品：最近一个月，你平均每周食用次数,child2010,1
538,wl501_a_8,double,膨化/油炸食品：最近一个月，你平均每周食用次数,child2010,1
539,wl6,double,到目前为止，你是否乘坐过火车,child2010,1
540,wl7,double,到目前为止，你是否乘坐过飞机,child2010,1
541,wl801,double,你知道现在谁担任中国共产党总书记吗,child2010,1
542,wl802,double,你知道现在谁担任中国国务院总理吗,child2010,1
543,wl803,double,你知道现在谁担任美国总统吗,child2010,1
544,wm101,double,我觉得我是有价值的人，至少不比别人差,child2010,1
545,wm1201,double,不知道的原因,child2010,1
546,wm102,double,我觉得自己有许多好的品质,child2010,1
547,wm1202,double,不知道的原因,child2010,1
548,wm103,double,归根结底，我认为自己是一个失败者,child2010,1
549,wm1203,double,不知道的原因,child2010,1
550,wm104,double,我能像大多数人一样把事情做好,child2010,1
551,wm1204,double,不知道的原因,child2010,1
552,wm105,double,我觉得自己值得自豪的地方不多,child2010,1
553,wm1205,double,不知道的原因,child2010,1
554,wm106,double,我对自己持肯定态度,child2010,1
555,wm1206,double,不知道的原因,child2010,1
556,wm107,double,总的来说，我对自己是满意的,child2010,1
557,wm1207,double,不知道的原因,child2010,1
558,wm108,double,我希望我能为自己赢得更多尊重,child2010,1
559,wm1208,double,不知道的原因,child2010,1
560,wm109,double,我确实时常感到毫无用处,child2010,1
561,wm1209,double,不知道的原因,child2010,1
562,wm110,double,我时常认为自己一无是处,child2010,1
563,wm12010,double,不知道的原因,child2010,1
564,wm111,double,我认为自己根本没法解决目前面临的困难,child2010,1
565,wm12011,double,不知道的原因,child2010,1
566,wm112,double,有时我觉得被生活所迫,child2010,1
567,wm12012,double,不知道的原因,child2010,1
568,wm113,double,我对发生在我身上的事情有掌控能力,child2010,1
569,wm12013,double,不知道的原因,child2010,1
570,wm114,double,我在生活中经常遇到无助的事情,child2010,1
571,wm12014,double,不知道的原因,child2010,1
572,wm201,double,当你做得不对时，家长会问清楚原因，并与你讨论该怎样做,child2010,1
573,wm202,double,家长鼓励你努力去做事情,child2010,1
574,wm203,double,家长在跟你说话的时候很和气,child2010,1
575,wm204,double,家长鼓励你独立思考问题,child2010,1
576,wm205,double,家长要你做事时，会跟你讲这样做的原因,child2010,1
577,wm206,double,家长喜欢跟你说话、交谈,child2010,1
578,wm207,double,家长问你的学校的情况,child2010,1
579,wm208,double,家长检查你的作业,child2010,1
580,wm209,double,家长辅导你的功课,child2010,1
581,wm210,double,家长给你讲故事,child2010,1
582,wm211,double,家长和你一起玩乐,child2010,1
583,wm212,double,家长表扬你,child2010,1
584,wm213,double,家长批评你,child2010,1
585,wm214,double,父/母参加学校召开的家长会,child2010,1
586,wm301,double,你认为自己的人缘关系有多好,child2010,1
587,wm302,double,你觉得自己有多幸福,child2010,1
588,wm303,double,你对自己的前途有多大信心,child2010,1
589,wm304,double,你认为自己在与人相处方面能打几分,child2010,1
590,wm401,double,社会地位高的家庭，孩子未来的成就也会大。,child2010,1
591,wm4201,double,不知道的原因,child2010,1
592,wm402,double,富人家的孩子，未来的成就也会大。,child2010,1
593,wm4202,double,不知道的原因,child2010,1
594,wm403,double,孩子受教育程度越高，未来获得很大的成就可能性就越大,child2010,1
595,wm4203,double,不知道的原因,child2010,1
596,wm404,double,影响孩子未来成就大小最重要的因素是孩子的天赋,child2010,1
597,wm4204,double,不知道的原因,child2010,1
598,wm405,double,影响孩子未来成就大小最重要的因素是孩子的努力程度,child2010,1
599,wm4205,double,不知道的原因,child2010,1
600,wm406,double,影响孩子未来成就大小最重要的因素是孩子的运气,child2010,1
601,wm4206,double,不知道的原因,child2010,1
602,wm407,double,影响孩子未来成就大小最重要的因素是孩子家里有关系,child2010,1
603,wm4207,double,不知道的原因,child2010,1
604,wm501,double,你认为女孩在社会中是否比男孩面临更大的压力,child2010,1
605,wm502,double,在你家，女孩是否比男孩面临更大压力,child2010,1
606,wm6,double,你希望长大后从事什么类型的职业,child2010,1
607,wm601code,double,你长大后最希望从事具体职业是（职业期望）,child2010,1
608,wn1,double,你最期望家人在哪个方面对你更加关注,child2010,1
609,wn2,double,上个月，你和父母大概争吵了多少次,child2010,1
610,wn3,double,上个月，你父母之间大概争吵了多少次,child2010,1
611,wn401,double,最近一个月，你感到情绪沮丧，郁闷的频率,child2010,1
612,wn402,double,最近一个月，你感到精神紧张的频率,child2010,1
613,wn403,double,最近一个月，你感到坐卧不安、难以保持平静的频率,child2010,1
614,wn404,double,最近一个月，你感到未来没有希望的频率,child2010,1
615,wn405,double,最近一个月，你做任何事情都感到困难的频率,child2010,1
616,wn406,double,最近一个月，你认为生活没有意义的频率,child2010,1
617,wn501,double,我生活的主要目标之一就是让我父母觉得自豪,child2010,1
618,wn5201,double,不知道的原因,child2010,1
619,wn502,double,我追求自己的价值而不是跟从他人,child2010,1
620,wn5202,double,不知道的原因,child2010,1
621,wn503,double,我会付出很大的努力让朋友们喜欢我,child2010,1
622,wn5203,double,不知道的原因,child2010,1
623,wn504,double,我自己决定我的生活目标,child2010,1
624,wn5204,double,不知道的原因,child2010,1
625,wn505,double,我一旦开始去做某个事情，无论如何都必须完成它,child2010,1
626,wn5205,double,不知道的原因,child2010,1
627,wn506,double,某些孩子生来就很幸运,child2010,1
628,wn5206,double,不知道的原因,child2010,1
629,wn507,double,别花费太多时间去努力，因为事情永远不会证明那是管用的,child2010,1
630,wn5207,double,不知道的原因,child2010,1
631,wn508,double,一旦你做错了事，就几乎无法改正,child2010,1
632,wn5208,double,不知道的原因,child2010,1
633,wn509,double,处理问题的最好方式就是不去想它们,child2010,1
634,wn5209,double,不知道的原因,child2010,1
635,wn510,double,当坏事将要发生时，不论你如何设法阻止，它们也都将要发生,child2010,1
636,wn52010,double,不知道的原因,child2010,1
637,wn511,double,我是相信预先计划会使事情做得更好的那种人,child2010,1
638,wn52011,double,不知道的原因,child2010,1
639,wx101_score,double,由A到B，最近的路线-正确/错误,child2010,1
640,wx102_score,double,由A到B，最远的路线-正确/错误,child2010,1
641,wx103_score,double,中海在中山公园哪个方向-正确/错误,child2010,1
642,wx3,double,你在数学中学过圆吗,child2010,1
643,wx301,double,你知道1980度是多少转吗,child2010,1
644,wx302,double,将两位数“69”旋转1980度（五转半），得到的数字是,child2010,1
645,qy4_s_1,double,你是否在以下网站注册：选择1,child2010,1
646,qy4_s_2,double,你是否在以下网站注册：选择2,child2010,1
647,qy4_s_3,double,你是否在以下网站注册：选择3,child2010,1
648,qy4_s_4,double,你是否在以下网站注册：选择4,child2010,1
649,qy4_s_5,double,你是否在以下网站注册：选择5,child2010,1
650,qy4_s_6,double,你是否在以下网站注册：选择6,child2010,1
651,ind_mig,double,户口是否在本区县,child2010,1
652,code_a_f,double,父亲个人编码,child2010,1
653,alive_a_f,double,父亲是否健在,child2010,1
654,co_f,double,父亲是否同住,child2010,1
655,t1_f,double,父亲是否有有效个人问卷,child2010,1
656,pid_f,double,父亲个人问卷中对应的样本编码,child2010,1
657,tb1a_a_f,double,父亲属相,child2010,1
658,tb1b_a_f,double,父亲年龄,child2010,1
659,tb1m_a_f,double,父亲出生（月）,child2010,1
660,tb1y_a_f,double,父亲出生（年）,child2010,1
661,tb2_a_f,double,父亲性别,child2010,1
662,tb3_a_f,double,父亲婚姻状况,child2010,1
663,tb4_a_f,double,父亲最高学历,child2010,1
664,tb5_code_a_f,double,父亲主要工作（职业编码）,child2010,1
665,tb501_a_f,double,父亲有无行政/管理职务,child2010,1
666,tb6_a_f,double,父亲（同住）现在是否住在家中,child2010,1
667,tb601_a_f,double,父亲（同住）现在不住在家中原因,child2010,1
668,tb602acode_a_f,double,父亲（同住）：省国标码,child2010,1
669,tb604_a_f,double,父亲（同住）离家时间(月),child2010,1
670,td7_a_f,double,父亲（不同住）现居住地,child2010,1
671,td7spcode_a_f,double,父亲（不同住）外省编码,child2010,1
672,td8_a_f,double,父亲（不同住）户口,child2010,1
673,code_a_m,double,母亲个人编码,child2010,1
674,alive_a_m,double,母亲是否健在,child2010,1
